Facility Name,Latitude,Longitude,Geometry,Sectors_Industry_Type,Total reported direct emissions
Rain CII CARBON LLC - NORCO COKE PLANT,30.00235,-90.397107,"{""type"":""Point"",""coordinates"":[-90.397107,30.00235]}",Petroleum and Natural Gas Systems,142121.68
Raleigh County Solid Waste Authority Landfill,37.81837,-81.1687,"{""type"":""Point"",""coordinates"":[-81.1687,37.81837]}",Waste,71479.25
Ramsey Gas Plant,31.823412,-103.908875,"{""type"":""Point"",""coordinates"":[-103.908875,31.823412]}",Petroleum and Natural Gas Systems,222475.224
Randolph County Solid Waste Facility,35.75596,-79.76781,"{""type"":""Point"",""coordinates"":[-79.76781,35.75596]}",Waste,20072.75
Rangely Gas Plant,,,,Petroleum and Natural Gas Systems,16343.488
Rapids Energy Center,47.263975,-93.62817,"{""type"":""Point"",""coordinates"":[-93.62817,47.263975]}",Power Plants,100113.788
Rathdrum Combustion Turbine Project,47.8034,-116.869,"{""type"":""Point"",""coordinates"":[-116.869,47.8034]}",Power Plants,30201.588
"Rathdrum Power, LLC",47.7861,-116.9214,"{""type"":""Point"",""coordinates"":[-116.9214,47.7861]}",Power Plants,586108.928
Ravenswood Generating Station,40.7585,-73.9451,"{""type"":""Point"",""coordinates"":[-73.9451,40.7585]}",Power Plants,2560178.364
Ravenswood Steam Plant,40.76,-73.75,"{""type"":""Point"",""coordinates"":[-73.75,40.76]}",Power Plants,31002.432
Rawhide Energy Station,40.8611,-105.0206,"{""type"":""Point"",""coordinates"":[-105.0206,40.8611]}",Power Plants,1881593.428
Rawhide Gas Plant,32.0139,-101.2789,"{""type"":""Point"",""coordinates"":[-101.2789,32.0139]}",Petroleum and Natural Gas Systems,102509.1576
Ray D Nixon,38.6306,-104.7056,"{""type"":""Point"",""coordinates"":[-104.7056,38.6306]}",Power Plants,1555747.192
Ray Olinger,33.0667,-96.4519,"{""type"":""Point"",""coordinates"":[-96.4519,33.0667]}",Power Plants,40763
Rayonier Performance Fibers LLC - Yulee Landfill,30.621725,-81.547518,"{""type"":""Point"",""coordinates"":[-81.547518,30.621725]}",Waste,34204
Reading Hospital,40.33243,-75.95001,"{""type"":""Point"",""coordinates"":[-75.95001,40.33243]}",Other,27290.496
"Real Alloy Recycling, Inc.",37.196389,-86.725833,"{""type"":""Point"",""coordinates"":[-86.725833,37.196389]}","Metals,Waste",46459.032
"Real Alloy Specification, INC",43.44533,-83.88368,"{""type"":""Point"",""coordinates"":[-83.88368,43.44533]}",Metals,19
Rebel Gas Plant,31.887547,-101.7019975,"{""type"":""Point"",""coordinates"":[-101.7019975,31.887547]}",Petroleum and Natural Gas Systems,151588.148
Recology Hay Road,38.3121,-121.8362,"{""type"":""Point"",""coordinates"":[-121.8362,38.3121]}",Waste,43370.5
Recology Yuba-Sutter Landfill,39.14843,-121.57803,"{""type"":""Point"",""coordinates"":[-121.57803,39.14843]}",Waste,18206.75
Red Bluff Processing Plant,31.877504,-103.937602,"{""type"":""Point"",""coordinates"":[-103.937602,31.877504]}",Petroleum and Natural Gas Systems,128287.998
Red Hills Gas Processing Plant,32.2107,-103.522919,"{""type"":""Point"",""coordinates"":[-103.522919,32.2107]}",Petroleum and Natural Gas Systems,27657.896
Red Hills Generation Facility,33.3761,-89.2183,"{""type"":""Point"",""coordinates"":[-89.2183,33.3761]}",Power Plants,3665287.194
Red Oak Power LLC,40.4481,-74.3497,"{""type"":""Point"",""coordinates"":[-74.3497,40.4481]}",Power Plants,2267721.148
Red River Energy,45.872608,-96.725109,"{""type"":""Point"",""coordinates"":[-96.725109,45.872608]}",Other,45030.78
Red Wing Plant,44.5661,-92.52892,"{""type"":""Point"",""coordinates"":[-92.52892,44.5661]}",Power Plants,94265.006
Redbud Power Plant,35.6853,-97.2242,"{""type"":""Point"",""coordinates"":[-97.2242,35.6853]}",Power Plants,3248495.42
Redding Power Plant,40.5083,-122.4253,"{""type"":""Point"",""coordinates"":[-122.4253,40.5083]}",Power Plants,132180.112
Redfield UGS and Compressor Station,41.684049,-94.164157,"{""type"":""Point"",""coordinates"":[-94.164157,41.684049]}",Petroleum and Natural Gas Systems,55040.844
Redhawk Generating Facility,33.33,-112.84,"{""type"":""Point"",""coordinates"":[-112.84,33.33]}",Power Plants,1843057.02
Reedy Creek Improvement District/Walt Disney World Resort,28.4272,-81.5803,"{""type"":""Point"",""coordinates"":[-81.5803,28.4272]}","Natural Gas and Natural Gas Liquids Suppliers,Power Plants",218788.408
Reeves Generating Station,35.1716,-106.6019,"{""type"":""Point"",""coordinates"":[-106.6019,35.1716]}",Power Plants,97143.94
Region 2000 Regional Landfill - Livestock Road Facility,37.280149,-79.161602,"{""type"":""Point"",""coordinates"":[-79.161602,37.280149]}",Waste,56987.05
Reid Gardner,36.6531,-114.6364,"{""type"":""Point"",""coordinates"":[-114.6364,36.6531]}",Power Plants,505862.52
Remington Combustion Turbine Station,38.54591,-77.77227,"{""type"":""Point"",""coordinates"":[-77.77227,38.54591]}",Power Plants,488405.416
Renaissance Power,43.1864,-84.8429,"{""type"":""Point"",""coordinates"":[-84.8429,43.1864]}",Power Plants,267384.008
Renessenz LLC,31.108055,-81.549463,"{""type"":""Point"",""coordinates"":[-81.549463,31.108055]}",Chemicals,24150.24
Renessenz LLC JACKSONVILLE,30.38012,-81.664335,"{""type"":""Point"",""coordinates"":[-81.664335,30.38012]}",Chemicals,29802.452
Rensselaer Cogen,42.63,-73.75,"{""type"":""Point"",""coordinates"":[-73.75,42.63]}",Power Plants,21220.472
Republic Steel - Canton Plant,40.80203,-81.33885,"{""type"":""Point"",""coordinates"":[-81.33885,40.80203]}",Metals,176159.292
Republic Steel - Lorain Plant,41.448518,-82.133082,"{""type"":""Point"",""coordinates"":[-82.133082,41.448518]}",Metals,86400.48
Resolute FP US Inc. - Catawba Operations,34.8456,-80.8942,"{""type"":""Point"",""coordinates"":[-80.8942,34.8456]}","Pulp and Paper,Waste",151146.856
Resolute Forest Product - Coosa Pines Operation,33.3278,-86.3583,"{""type"":""Point"",""coordinates"":[-86.3583,33.3278]}","Pulp and Paper,Waste",172707.25
Resolute Forest Products Calhoun Operation,35.2964,-84.7569,"{""type"":""Point"",""coordinates"":[-84.7569,35.2964]}","Pulp and Paper,Waste",404295.586
Resource Recovery LF,37.2151,-95.5798,"{""type"":""Point"",""coordinates"":[-95.5798,37.2151]}",Waste,24183.4
Reusser,39.814217,-81.24089,"{""type"":""Point"",""coordinates"":[-81.24089,39.814217]}",Petroleum and Natural Gas Systems,51411.112
Reveille Gas Plant,,,,Petroleum and Natural Gas Systems,61887.488
Revelation-Bluff Spur #1,36.919429,-82.794549,"{""type"":""Point"",""coordinates"":[-82.794549,36.919429]}",Other,0
Revelation-Dorchester Mine #4,36.919429,-82.794549,"{""type"":""Point"",""coordinates"":[-82.794549,36.919429]}",Other,68398.75
Revelation-Osaka Mine #1,36.919429,-82.794549,"{""type"":""Point"",""coordinates"":[-82.794549,36.919429]}",Other,24798
"Revere Copper Products, Inc.",43.206741,-75.435851,"{""type"":""Point"",""coordinates"":[-75.435851,43.206741]}",Metals,25532.8
Rex Brown,32.3564,-90.2125,"{""type"":""Point"",""coordinates"":[-90.2125,32.3564]}",Power Plants,14375.346
"Rexnord Industries, LLC",43.0293,-87.9518,"{""type"":""Point"",""coordinates"":[-87.9518,43.0293]}",Other,110273.984
Reynolds Metals Company Gum Springs Plant,34.0403,-93.0448,"{""type"":""Point"",""coordinates"":[-93.0448,34.0403]}",Other,26694.198
Rhea County Landfill,35.56173,-84.90979,"{""type"":""Point"",""coordinates"":[-84.90979,35.56173]}",Waste,164854
Rhode Island State Energy Center,41.8017,-71.5186,"{""type"":""Point"",""coordinates"":[-71.5186,41.8017]}",Power Plants,691591.536
"Riceland Foods, Inc. - Landfill",34.51247,-91.564472,"{""type"":""Point"",""coordinates"":[-91.564472,34.51247]}",Waste,8529.25
Richard M Flynn (Holtsville),40.8153,-73.0644,"{""type"":""Point"",""coordinates"":[-73.0644,40.8153]}",Power Plants,449930.034
Richland Peaking Station,41.3033,-84.3386,"{""type"":""Point"",""coordinates"":[-84.3386,41.3033]}",Power Plants,27312.142
Richmond County Combustion Turbine Plant,34.8422,-79.7444,"{""type"":""Point"",""coordinates"":[-79.7444,34.8422]}",Power Plants,4634203.244
Ridge Amine Plant,31.121917,-96.31281,"{""type"":""Point"",""coordinates"":[-96.31281,31.121917]}",Petroleum and Natural Gas Systems,44736.354
Riley Ridge Gas Plant,42.5011,-110.4228,"{""type"":""Point"",""coordinates"":[-110.4228,42.5011]}","Injection of CO2,Petroleum and Natural Gas Systems,Suppliers of CO2",4859.046
Rio Bravo Generating Station,35.0442,-106.67,"{""type"":""Point"",""coordinates"":[-106.67,35.0442]}",Power Plants,47449.308
Rio Grande,31.8047,-106.5472,"{""type"":""Point"",""coordinates"":[-106.5472,31.8047]}",Power Plants,463453.732
"Rio Nogales Power Project, LP",29.5932,-97.9724,"{""type"":""Point"",""coordinates"":[-97.9724,29.5932]}",Power Plants,1354702.9019832
Rio Suites Hotel & Casino,36.11529,-115.18709,"{""type"":""Point"",""coordinates"":[-115.18709,36.11529]}",Other,10491.66
Rio Vista Compressor Station,32.271951,-97.449124,"{""type"":""Point"",""coordinates"":[-97.449124,32.271951]}",Petroleum and Natural Gas Systems,17046.636
Ripon Generation Station,37.7315,-121.116,"{""type"":""Point"",""coordinates"":[-121.116,37.7315]}",Power Plants,13872.648
River Road,45.65,-122.7231,"{""type"":""Point"",""coordinates"":[-122.7231,45.65]}",Power Plants,708077.476
River Rouge,42.2733,-83.1131,"{""type"":""Point"",""coordinates"":[-83.1131,42.2733]}",Power Plants,1854834.008
River Valley Animal Foods - Forest,32.362972,-89.539806,"{""type"":""Point"",""coordinates"":[-89.539806,32.362972]}",Other,62463.464
River Valley Animal Foods - Texarkana,33.530389,-93.802694,"{""type"":""Point"",""coordinates"":[-93.802694,33.530389]}",Other,37176.602
"River View Coal, LLC",37.764469,-87.962011,"{""type"":""Point"",""coordinates"":[-87.962011,37.764469]}",Other,0
Riverbay Corp. - Co-Op City,40.8697,-73.8258,"{""type"":""Point"",""coordinates"":[-73.8258,40.8697]}",Other,106524.162
Riverside,39.2369,-76.5133,"{""type"":""Point"",""coordinates"":[-76.5133,39.2369]}",Power Plants,23658.946
Riverside (1081),41.5404,-90.4483,"{""type"":""Point"",""coordinates"":[-90.4483,41.5404]}",Power Plants,165743.948
Riverside (1927),45.0203,-93.2753,"{""type"":""Point"",""coordinates"":[-93.2753,45.0203]}",Power Plants,991672.776
Riverside (4940),35.9978,-95.9567,"{""type"":""Point"",""coordinates"":[-95.9567,35.9978]}",Power Plants,49216.414
Riverside Energy Center,42.5835,-89.0351,"{""type"":""Point"",""coordinates"":[-89.0351,42.5835]}",Power Plants,1012840.296
Riverside Energy Resource Center,33.9636,-117.4528,"{""type"":""Point"",""coordinates"":[-117.4528,33.9636]}",Power Plants,28991.144
Riverside Generating Company,38.1933,-82.6042,"{""type"":""Point"",""coordinates"":[-82.6042,38.1933]}",Power Plants,338927.244
Riverton,37.0719,-94.6986,"{""type"":""Point"",""coordinates"":[-94.6986,37.0719]}",Power Plants,65114.196
Riverton Facility,38.793745,-79.481638,"{""type"":""Point"",""coordinates"":[-79.481638,38.793745]}",Minerals,339991.08
Riviana Foods,35.08364,-90.04042,"{""type"":""Point"",""coordinates"":[-90.04042,35.08364]}",Other,46341.876
Riviera,26.7653,-80.0528,"{""type"":""Point"",""coordinates"":[-80.0528,26.7653]}",Power Plants,2515066.658
Road Fork No. 51 Mine,37.5767,-81.5676,"{""type"":""Point"",""coordinates"":[-81.5676,37.5767]}",Other,26194.25
Roanoke Regional Landfill,37.245631,-79.871748,"{""type"":""Point"",""coordinates"":[-79.871748,37.245631]}",Waste,41449.5
Robeline Plant,31.658716,-93.324988,"{""type"":""Point"",""coordinates"":[-93.324988,31.658716]}",Petroleum and Natural Gas Systems,125783.05
Robert P Mone,40.9297,-84.7392,"{""type"":""Point"",""coordinates"":[-84.7392,40.9297]}",Power Plants,20865.342
Robert Reid,37.6467,-87.5033,"{""type"":""Point"",""coordinates"":[-87.5033,37.6467]}",Power Plants,2736.872
Roberts Ranch Gas Plant,31.7822,-102.2472,"{""type"":""Point"",""coordinates"":[-102.2472,31.7822]}",Petroleum and Natural Gas Systems,48722.55132
Robinson Lake Gas Plant,48.031634,-102.35364,"{""type"":""Point"",""coordinates"":[-102.35364,48.031634]}","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",79471.868
Rochelle Municipal Landfill,41.928249,-89.000209,"{""type"":""Point"",""coordinates"":[-89.000209,41.928249]}",Waste,114374.25
Rock Prairie Road Landfill,30.580198,-96.245266,"{""type"":""Point"",""coordinates"":[-96.245266,30.580198]}",Waste,135501
Rock River,42.5831,-89.0292,"{""type"":""Point"",""coordinates"":[-89.0292,42.5831]}",Power Plants,7910.872
Rock Springs Generating Facility,39.7183,-76.1606,"{""type"":""Point"",""coordinates"":[-76.1606,39.7183]}",Power Plants,453079.72
Rock-Tenn Converting Company,40.357764,-85.334297,"{""type"":""Point"",""coordinates"":[-85.334297,40.357764]}",Pulp and Paper,22873.564
Rockbridge County Sanitary Landfill,37.772284,-79.357729,"{""type"":""Point"",""coordinates"":[-79.357729,37.772284]}",Waste,46282.5
Rockgen Energy Center,42.9767,-89.0492,"{""type"":""Point"",""coordinates"":[-89.0492,42.9767]}",Power Plants,85457.284
Rockhouse Energy Mining Co.,37.614305,-82.356039,"{""type"":""Point"",""coordinates"":[-82.356039,37.614305]}",Other,0
Rockingham County Combustion Turbine,36.3297,-79.8297,"{""type"":""Point"",""coordinates"":[-79.8297,36.3297]}",Power Plants,473606.128
Rockingham County Landfill,38.3949,-78.8861,"{""type"":""Point"",""coordinates"":[-78.8861,38.3949]}",Waste,20241.95
Rockport,37.9256,-87.0372,"{""type"":""Point"",""coordinates"":[-87.0372,37.9256]}",Power Plants,1.2257129758E7
Rocky Mountain Energy Center,40.0911,-104.5947,"{""type"":""Point"",""coordinates"":[-104.5947,40.0911]}",Power Plants,827192.384
"Rocky Road Power, LLC",42.0931,-88.2397,"{""type"":""Point"",""coordinates"":[-88.2397,42.0931]}",Power Plants,47127.576
Rocky Turbine Compressor Station,40.4639,-104.4039,"{""type"":""Point"",""coordinates"":[-104.4039,40.4639]}",Petroleum and Natural Gas Systems,26273.925
Rodman Gas Plant,36.272314,-98.068343,"{""type"":""Point"",""coordinates"":[-98.068343,36.272314]}",Petroleum and Natural Gas Systems,36204.768
Rokeby,40.7316,-96.7364,"{""type"":""Point"",""coordinates"":[-96.7364,40.7316]}",Power Plants,26396.75
Roland C. Dansby Power Plant,30.7217,-96.4599,"{""type"":""Point"",""coordinates"":[-96.4599,30.7217]}",Power Plants,93974.152
Rolling Hills Generating LLC,39.0839,-82.3328,"{""type"":""Point"",""coordinates"":[-82.3328,39.0839]}",Power Plants,24431.36
Rolls-Royce Stennis Outdoor Test Facility,30.38,-89.61,"{""type"":""Point"",""coordinates"":[-89.61,30.38]}",Other,30.456
Rose Valley Gas Plant,36.66771,-98.75314,"{""type"":""Point"",""coordinates"":[-98.75314,36.66771]}",Petroleum and Natural Gas Systems,36848.268
Rosemary Power Station,36.4525,-77.6594,"{""type"":""Point"",""coordinates"":[-77.6594,36.4525]}",Power Plants,56596.924
Rosemount Industrial Waste Facility,44.75334,-93.01195,"{""type"":""Point"",""coordinates"":[-93.01195,44.75334]}","Other,Waste",415722.2
Roseton Generating Facility,41.5711,-73.9739,"{""type"":""Point"",""coordinates"":[-73.9739,41.5711]}",Power Plants,345998.928
Rosetta Resources Tierritas Blancas Facility,28.34066,-99.6132,"{""type"":""Point"",""coordinates"":[-99.6132,28.34066]}",Petroleum and Natural Gas Systems,18438.48
Roseville Energy Park,38.7926,-121.3823,"{""type"":""Point"",""coordinates"":[-121.3823,38.7926]}",Power Plants,265688.116
Ross Compressor Station,33.0526,-97.4114,"{""type"":""Point"",""coordinates"":[-97.4114,33.0526]}",Petroleum and Natural Gas Systems,91247.384
Rossman's Landfill,45.3651,-122.5889,"{""type"":""Point"",""coordinates"":[-122.5889,45.3651]}",Waste,24037.25
Rothschild Biomass Cogeneration Plant,44.888355,-89.625821,"{""type"":""Point"",""coordinates"":[-89.625821,44.888355]}",Power Plants,21435.368
"Rousselot Peabody, Inc.",42.521667,-70.939444,"{""type"":""Point"",""coordinates"":[-70.939444,42.521667]}",Chemicals,39142.852
Roxboro Steam Electric Plant,36.4833,-79.0731,"{""type"":""Point"",""coordinates"":[-79.0731,36.4833]}","Power Plants,Waste",8363065.2
"Roxul USA, Inc.",34.97575,-89.61575,"{""type"":""Point"",""coordinates"":[-89.61575,34.97575]}",Minerals,21088.216
Royal Oak Compressor Station,40.778467,-80.037946,"{""type"":""Point"",""coordinates"":[-80.037946,40.778467]}",Petroleum and Natural Gas Systems,38451.456
Royalton Road Sanitary Landfill,41.3139,-81.662604,"{""type"":""Point"",""coordinates"":[-81.662604,41.3139]}",Waste,59223.25
Ruby Compressor Station,35.6035,-98.2179,"{""type"":""Point"",""coordinates"":[-98.2179,35.6035]}",Petroleum and Natural Gas Systems,62451.164
Ruby Energy,37.7771,-82.14824,"{""type"":""Point"",""coordinates"":[-82.14824,37.7771]}",Other,104317.5
"Ruby Station 6630 Wieland Flat, NV",41.185282,-115.75752,"{""type"":""Point"",""coordinates"":[-115.75752,41.185282]}",Petroleum and Natural Gas Systems,20863.876
Rumble Landfill #2,39.14188,-94.398117,"{""type"":""Point"",""coordinates"":[-94.398117,39.14188]}",Waste,17721.946
Rumford Power,44.5303,-70.5219,"{""type"":""Point"",""coordinates"":[-70.5219,44.5303]}",Power Plants,116687.868
Rumpke Sanitary Landfill,39.274673,-84.597814,"{""type"":""Point"",""coordinates"":[-84.597814,39.274673]}",Waste,1007718.764
Rural Retreat Station,36.925423,-81.26208,"{""type"":""Point"",""coordinates"":[-81.26208,36.925423]}",Petroleum and Natural Gas Systems,12548.556
Rush Island,38.1306,-90.2625,"{""type"":""Point"",""coordinates"":[-90.2625,38.1306]}",Power Plants,6833938.266
Russell City Energy Company LLC,37.6341,-122.1326,"{""type"":""Point"",""coordinates"":[-122.1326,37.6341]}",Power Plants,1122521.44
Rutgers Health Science Campus at Newark,40.744413,-74.190295,"{""type"":""Point"",""coordinates"":[-74.190295,40.744413]}",Other,79690.5
Ryan Gulch Compressor Station,39.8981,-108.3347,"{""type"":""Point"",""coordinates"":[-108.3347,39.8981]}",Petroleum and Natural Gas Systems,33802.872
S & S GRADING INC LANDFILL,39.21917,-80.40806,"{""type"":""Point"",""coordinates"":[-80.40806,39.21917]}",Waste,80667.286
S A Carlson,42.0917,-79.2417,"{""type"":""Point"",""coordinates"":[-79.2417,42.0917]}",Power Plants,121423.3
S D WARREN CO,43.683401,-70.353605,"{""type"":""Point"",""coordinates"":[-70.353605,43.683401]}",Pulp and Paper,75610.278
S O Purdom,30.1619,-84.2014,"{""type"":""Point"",""coordinates"":[-84.2014,30.1619]}",Power Plants,534919.22
S&C Electric Company,42.00231,-87.67662,"{""type"":""Point"",""coordinates"":[-87.67662,42.00231]}","Import and Export of Equipment Containing Fluorintaed GHGs,Other",59534.156
"SABIC INNOVATIVE PLASTICS MT. VERNON, LLC",37.9072,-87.9271,"{""type"":""Point"",""coordinates"":[-87.9271,37.9072]}",Other,664499.908
SABIC INNOVATIVE PLASTICS US LLC,39.260167,-81.678893,"{""type"":""Point"",""coordinates"":[-81.678893,39.260167]}","Other,Waste",12237.674
SABIC Innovative Plastics - Burkville,32.3102,-86.5242,"{""type"":""Point"",""coordinates"":[-86.5242,32.3102]}",Power Plants,384683.22
SABIC Innovative Plastics US LLC,41.334533,-88.755775,"{""type"":""Point"",""coordinates"":[-88.755775,41.334533]}",Other,23846.46
SABIC Innovative Plastics US LLC,42.575416,-73.853563,"{""type"":""Point"",""coordinates"":[-73.853563,42.575416]}",Other,38376.756
SABINE PARISH LANDFILL,31.609895,-93.5574,"{""type"":""Point"",""coordinates"":[-93.5574,31.609895]}",Waste,103861
SABINE PASS LNG LP - SABINE PASS LNG IMPORT TERMINAL,29.74899,-93.87005,"{""type"":""Point"",""coordinates"":[-93.87005,29.74899]}",Petroleum and Natural Gas Systems,181518.28
SACROC CO2 TREATMENT,32.74751,-100.95855,"{""type"":""Point"",""coordinates"":[-100.95855,32.74751]}",Petroleum and Natural Gas Systems,573642.11
SAFETY-KLEEN SYSTEMS,41.648417,-87.482414,"{""type"":""Point"",""coordinates"":[-87.482414,41.648417]}",Petroleum and Natural Gas Systems,60914.12
SAGUARO POWER COMPANY,36.044443,-115.007664,"{""type"":""Point"",""coordinates"":[-115.007664,36.044443]}",Power Plants,373731.944
SAINT GOBAIN PROPPANTS (FS),35.430417,-94.378056,"{""type"":""Point"",""coordinates"":[-94.378056,35.430417]}",Minerals,19.3
SAINT JOSEPH SANITARY LANDFILL,39.6711,-94.7723,"{""type"":""Point"",""coordinates"":[-94.7723,39.6711]}",Waste,52132.8
SAINT MARYS HOSPITAL,44.02164,-92.481668,"{""type"":""Point"",""coordinates"":[-92.481668,44.02164]}",Other,46830.922
"SAINT-GOBAIN ABRASIVES and SAINT-GOBAIN CERAMICS & PLASTICS, INC.",42.3048,-71.8015,"{""type"":""Point"",""coordinates"":[-71.8015,42.3048]}",Minerals,39443.348
SALEM COUNTY IMPROVEMENT AUTHORITY LANDFILL,39.5879,-75.3697,"{""type"":""Point"",""coordinates"":[-75.3697,39.5879]}",Waste,203960
SALEM LANDFILL,32.64737,-85.36946,"{""type"":""Point"",""coordinates"":[-85.36946,32.64737]}",Waste,78137.746
SALINA MUNICIPAL SOLID WASTE LANDFILL,38.763,-97.697,"{""type"":""Point"",""coordinates"":[-97.697,38.763]}",Waste,75448.2
SALINE COUNTY REGIONAL WASTE MGMT DISTRICT LANDFILL,34.561083,-92.482556,"{""type"":""Point"",""coordinates"":[-92.482556,34.561083]}",Waste,137412
SALT CREEK FIELD GAS PLANT,33.1351,-100.5208,"{""type"":""Point"",""coordinates"":[-100.5208,33.1351]}",Petroleum and Natural Gas Systems,142654.666
SALT LAKE VALLEY SOLID WASTE MANAGEMENT: SALT LAKE VALLEY LANDFILL & TRANSFER ST,40.745591,-112.044208,"{""type"":""Point"",""coordinates"":[-112.044208,40.745591]}",Waste,122029.298
"SAMPSON COUNTY DISPOSAL, LLC",34.96375,-78.448,"{""type"":""Point"",""coordinates"":[-78.448,34.96375]}",Waste,408345
SAMSON RESOURCES SPRING CREEK CS,37.092635,-107.576296,"{""type"":""Point"",""coordinates"":[-107.576296,37.092635]}",Petroleum and Natural Gas Systems,35473.416
SAN ANGELO LANDFILL,31.505472,-100.39063,"{""type"":""Point"",""coordinates"":[-100.39063,31.505472]}",Waste,18167
SAN FRANCISCO REFINERY AT RODEO,38.0436,-122.2532,"{""type"":""Point"",""coordinates"":[-122.2532,38.0436]}","Chemicals,Petroleum Product Suppliers,Refineries",1477215.1
SAN JOAQUIN REFINING CO INC,35.39536,-119.04653,"{""type"":""Point"",""coordinates"":[-119.04653,35.39536]}","Chemicals,Petroleum Product Suppliers,Refineries",96387.886
SAN JUAN COUNTY REGIONAL LANDFILL,36.765278,-108.045,"{""type"":""Point"",""coordinates"":[-108.045,36.765278]}",Waste,76442.998
SAN JUAN GAS PLANT,36.732833,-107.976889,"{""type"":""Point"",""coordinates"":[-107.976889,36.732833]}",Petroleum and Natural Gas Systems,224600.462
SAN JUAN RIVER GAS PLANT,36.7603,-108.36881,"{""type"":""Point"",""coordinates"":[-108.36881,36.7603]}","Injection of CO2,Petroleum and Natural Gas Systems",63502.848
SAN MARCOS LANDFILL,33.097122,-117.200478,"{""type"":""Point"",""coordinates"":[-117.200478,33.097122]}",Waste,5384.5
SAN TIMOTEO SOLID WASTE DISPOSAL SITE(REDLANDS),34.0124,-117.2154,"{""type"":""Point"",""coordinates"":[-117.2154,34.0124]}",Waste,14334
SAND VALLEY LANDFILL,34.342,-85.862,"{""type"":""Point"",""coordinates"":[-85.862,34.342]}",Waste,94668.25
SANDERS LEAD COMPANY INCORPORATED,31.788115,-85.977613,"{""type"":""Point"",""coordinates"":[-85.977613,31.788115]}",Metals,202831.432
SANGAMON VALLEY LANDFILL INC,39.860131,-89.607682,"{""type"":""Point"",""coordinates"":[-89.607682,39.860131]}",Waste,19116.3
SANIMAX USA LLC,44.53556,-88.08267,"{""type"":""Point"",""coordinates"":[-88.08267,44.53556]}",Other,23986.76
SANOFI PASTEUR,41.09475,-75.32632,"{""type"":""Point"",""coordinates"":[-75.32632,41.09475]}",Chemicals,33879.268
SANTA MARIA REGIONAL LANDFILL,34.952597,-120.384126,"{""type"":""Point"",""coordinates"":[-120.384126,34.952597]}",Waste,27346.95
SANTA ROSA CENTRAL LANDFILL,30.5804,-87.0621,"{""type"":""Point"",""coordinates"":[-87.0621,30.5804]}",Waste,101770
SANTEE PRINT WORKS INCORPORATED,33.919897,-80.319677,"{""type"":""Point"",""coordinates"":[-80.319677,33.919897]}",Other,35123.532
SAPA EXTRUSIONS,40.632927,-76.187912,"{""type"":""Point"",""coordinates"":[-76.187912,40.632927]}",Metals,74346.52
"SAPA Extrusions, Inc.",42.891944,-97.350556,"{""type"":""Point"",""coordinates"":[-97.350556,42.891944]}",Metals,29658.988
SAPPI CLOQUET LLC,46.723918,-92.436733,"{""type"":""Point"",""coordinates"":[-92.436733,46.723918]}","Pulp and Paper,Waste",146437.932
SAPPI FINE PAPER (S.D. WARREN ) MILL,44.703333,-69.648889,"{""type"":""Point"",""coordinates"":[-69.648889,44.703333]}","Pulp and Paper,Waste",304465.656
SAPUTO CHEESE USA INC,43.616667,-88.716667,"{""type"":""Point"",""coordinates"":[-88.716667,43.616667]}",Other,31791.98
SAPUTO CHEESE USA INC,36.1821,-119.33512,"{""type"":""Point"",""coordinates"":[-119.33512,36.1821]}",Other,66903.248
SARPY COUNTY SANITARY LANDFILL,41.1001,-96.1627,"{""type"":""Point"",""coordinates"":[-96.1627,41.1001]}",Waste,77891.65
SAUK TRAIL HILLS LANDFILL,42.269854,-83.456076,"{""type"":""Point"",""coordinates"":[-83.456076,42.269854]}",Waste,112432.15
SAVAGE CANYON LANDFILL,33.981737,-118.015269,"{""type"":""Point"",""coordinates"":[-118.015269,33.981737]}",Waste,52580.5
SAVANNAH RIVER NUCLEAR SOLUTIONS LLC - SAVANNAH RIVER SITE,33.34383,-81.74118,"{""type"":""Point"",""coordinates"":[-81.74118,33.34383]}",Chemicals,17585.334
SAVANNAH SUGAR REFINERY,32.14389,-81.14666,"{""type"":""Point"",""coordinates"":[-81.14666,32.14389]}",Other,183669.712
SAVANNAH-DEAN FOREST ROAD LANDFILL,32.05721,-81.21207,"{""type"":""Point"",""coordinates"":[-81.21207,32.05721]}",Waste,134715.25
SC JOHNSON & SON INC WAXDALE FACILITY,42.71464,-87.88606,"{""type"":""Point"",""coordinates"":[-87.88606,42.71464]}",Chemicals,27641.98
SCA Cogen II,38.5306,-121.399,"{""type"":""Point"",""coordinates"":[-121.399,38.5306]}",Power Plants,390806.952
SCA TISSUE NA BARTON OPERATIONS,34.7663,-87.890501,"{""type"":""Point"",""coordinates"":[-87.890501,34.7663]}",Pulp and Paper,70308.336
SCA TISSUE NORTH AMERICA LLC - MENASHA PAPER MILL,44.205278,-88.455026,"{""type"":""Point"",""coordinates"":[-88.455026,44.205278]}",Pulp and Paper,81035.644
SCA Tissue,43.30467,-73.63885,"{""type"":""Point"",""coordinates"":[-73.63885,43.30467]}",Pulp and Paper,29339.64
SCOTT AREA SANITARY LANDFILL,41.47345,-90.68807,"{""type"":""Point"",""coordinates"":[-90.68807,41.47345]}",Waste,78437.146
